smiles,bsse
[H]Oc1c([H])c([H])c([H])c(/C([H])=N/c2c([H])c([H])c([H])c([H])c2O[H])c1[H],-0.113285
[H]Oc1c([H])c([H])c([H])c([H])c1/C([H])=C(\[H])c1c([H])c(=O)c(O[H])c([H])n1[H],-0.199067
[H]Oc1c([H])c([H])c([H])c([H])c1/C([H])=C(\[H])c1c([H])c(=O)c(O[H])c([H])n1C([H])([H])[H],-0.149211
[H]Oc1c([H])c([H])c([H])c([H])c1/C([H])=C(\[H])c1oc([H])c(O[H])c(=O)c1[H],-0.158246
[H]Oc1c([H])c([H])c([H])c([H])c1/C([H])=C1/SC(=O)N([H])C1=O,-0.130529
[H]Oc1c([H])c([H])c([H])c([H])c1/C([H])=N/N1C(=O)C([H])([H])SC1=S,-0.32823
[H]Oc1c([H])c([H])c([H])c([H])c1/N=C(\[H])c1c([H])c([H])c([H])c([H])c1[H],-0.174582
[H]Oc1c([H])c([H])c([H])c([H])c1/N=C(\[H])c1c([H])c([H])c([H])c([H])c1F,-0.115378
[H]Oc1c([H])c([H])c([H])c([H])c1/N=C(\[H])c1c([H])c([H])c([H])c([H])c1O[H],-0.128365
[H]Oc1c([H])c([H])c([H])c([H])c1/N=C(\[H])c1c([H])c([H])c([H])c(F)c1[H],-0.056226
[H]Oc1c([H])c([H])c([H])c([H])c1/N=C(\[H])c1c([H])c([H])c([H])c(OC([H])([H])[H])c1[H],-0.14154
[H]Oc1c([H])c([H])c([H])c([H])c1/N=C(\[H])c1c([H])c([H])c(F)c([H])c1[H],-0.114567
[H]Oc1c([H])c([H])c([H])c([H])c1/N=C(\[H])c1c([H])c([H])c(N(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],-0.114453
[H]Oc1c([H])c([H])c([H])c([H])c1/N=C(\[H])c1c([H])c([H])c(O[H])c(O[H])c1[H],-0.137693
[H]Oc1c([H])c([H])c([H])c([H])c1/N=C(\[H])c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H],-0.00286
[H]Oc1c([H])c([H])c([H])c([H])c1/N=C(\[H])c1c([H])c([H])c(OC([H])([H])[H])c(O[H])c1[H],-0.024051
[H]Oc1c([H])c([H])c([H])c([H])c1/N=C(\[H])c1c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c1[H],-0.02627
[H]Oc1c([H])c([H])c([H])c([H])c1O[H],-0.045136
[H]Oc1c([H])c([H])c([H])c([H])c1OC([H])([H])[H],-0.034939
[H]Oc1c([H])c([H])c([H])c(C([H])([H])N([H])c2c([H])c([H])c([H])c([H])c2O[H])c1[H],-0.002509
[H]Oc1c([H])c([H])c([H])c(C(=O)/C([H])=C(\[H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c1[H],-0.166819
[H]Oc1c([H])c([H])c([H])c(C2(C([H])([H])[H])OC([H])([H])C(=O)N([H])N2[H])c1[H],-0.003624
[H]Oc1c([H])c([H])c([H])c(O[H])c1O[H],-0.048344
[H]Oc1c([H])c([H])c([H])c2c(=O)c3c([H])c([H])c([H])c([H])c3n([H])c12,-0.096835
[H]Oc1c([H])c([H])c([H])c2c1C(=O)c1c(O[H])c([H])c([H])c([H])c1C2([H])[H],-0.138105
[H]Oc1c([H])c([H])c(C([H])([H])C([H])([H])N([H])C([H])([H])c2c([H])c([H])c(O[H])c(O[H])c2[H])c([H])c1[H],0.00423
[H]Oc1c([H])c([H])c(C([H])([H])C([H])([H])O[H])c([H])c1[H],0.009402
[H]Oc1c([H])c([H])c(C([H])([H])C([H])([H])O[H])c([H])c1O[H],-0.007764
[H]Oc1c([H])c([H])c(C([H])([H])C([H])([H])OC(=O)C([H])([H])[H])c([H])c1O[H],-0.008652
[H]Oc1c([H])c([H])c(C([H])([H])C([H])([H])OC(=O)C([H])([H])C([H])([H])[H])c([H])c1O[H],-0.005262
[H]Oc1c([H])c([H])c(C([H])([H])C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1O[H],0.000915
[H]Oc1c([H])c([H])c(C([H])([H])C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1O[H],0.009637
[H]Oc1c([H])c([H])c(C([H])([H])C([H])=C([H])[H])c([H])c1OC([H])([H])[H],0.001301
[H]Oc1c([H])c([H])c(C([H])([H])C(=O)c2c([H])c([H])c(O[H])c([H])c2O[H])c([H])c1[H],-0.087523
[H]Oc1c([H])c([H])c(C([H])([H])C(=O)c2c([H])c([H])c(O[H])c(O[H])c2O[H])c([H])c1[H],-0.109642
[H]Oc1c([H])c([H])c(C([H])([H])C(=O)c2c([H])c(O[H])c(O[H])c([H])c2O[H])c([H])c1[H],-0.11301
[H]Oc1c([H])c([H])c(C([H])([H])C(=O)c2c(O[H])c([H])c(O[H])c([H])c2O[H])c([H])c1[H],-0.086589
[H]Oc1c([H])c([H])c(C([H])([H])N([H])c2c([H])c([H])c([H])c([H])c2O[H])c([H])c1[H],-0.000996
[H]Oc1c([H])c([H])c(C([H])([H])N([H])c2c([H])c([H])c([H])c([H])c2O[H])c([H])c1O[H],-0.007563
[H]Oc1c([H])c([H])c(C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1OC([H])([H])[H],-0.00033
[H]Oc1c([H])c([H])c(C([H])(c2c([H])c([H])c([H])c([H])c2O[H])C([H])([H])C([H])([H])[H])c([H])c1OC([H])([H])[H],0.002453
[H]Oc1c([H])c([H])c(C([H])(c2c([H])c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c2O[H])C([H])([H])C([H])([H])[H])c([H])c1OC([H])([H])[H],-0.053094
[H]Oc1c([H])c([H])c(C([H])(c2c([H])c([H])c([H])c(O[H])c2O[H])C([H])([H])C([H])([H])[H])c([H])c1OC([H])([H])[H],-0.042089
[H]Oc1c([H])c([H])c(C([H])(c2c([H])c([H])c([H])c(OC([H])([H])C([H])([H])[H])c2O[H])C([H])([H])C([H])([H])[H])c([H])c1OC([H])([H])[H],-0.050113
[H]Oc1c([H])c([H])c(C([H])(c2c([H])c([H])c(O[H])c(OC([H])([H])[H])c2[H])C([H])([H])C([H])([H])[H])c([H])c1O[H],-0.031286
[H]Oc1c([H])c([H])c(C([H])(c2c([H])c([H])c(O[H])c(OC([H])([H])[H])c2[H])C([H])([H])C([H])([H])[H])c(O[H])c1[H],-0.037419
[H]Oc1c([H])c([H])c(C([H])=C(C(=O)OC([H])([H])C([H])([H])[H])C(=O)OC([H])([H])C([H])([H])[H])c([H])c1O[H],-0.171139
[H]Oc1c([H])c([H])c(C([H])=C2C(=O)OC(C([H])([H])[H])(C([H])([H])[H])OC2=O)c([H])c1OC([H])([H])[H],-0.144141
[H]Oc1c([H])c([H])c(C([H])=C2C(=O)OC(C([H])([H])[H])(C([H])([H])[H])OC2=O)c([H])c1OC([H])([H])C([H])([H])[H],-0.274827
[H]Oc1c([H])c([H])c(C([H])=O)c([H])c1O[H],-0.088885
[H]Oc1c([H])c([H])c(C2([H])C(C(=O)OC([H])([H])[H])=C(C([H])([H])[H])N([H])C(=O)N2[H])c([H])c1[H],0.004612
[H]Oc1c([H])c([H])c(C2([H])C(C(=O)OC([H])([H])[H])=C(C([H])([H])[H])N([H])C(=O)N2[H])c([H])c1OC([H])([H])[H],-0.057456
[H]Oc1c([H])c([H])c(C2([H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(C([H])([H])[H])N([H])C(=O)N2[H])c([H])c1O[H],-0.091647
[H]Oc1c([H])c([H])c(C2([H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(C([H])([H])[H])N([H])C(=O)N2[H])c([H])c1OC([H])([H])[H],-0.034437
[H]Oc1c([H])c([H])c(C2([H])C(C(=O)OC([H])([H])C([H])([H])[H])=C(C([H])([H])[H])N([H])C(=S)N2[H])c([H])c1O[H],-0.239452
[H]Oc1c([H])c([H])c(C2(C([H])([H])[H])OC([H])([H])C(=O)N([H])N2[H])c([H])c1[H],-0.003581
[H]Oc1c([H])c([H])c(C2(C([H])([H])[H])OC([H])([H])C(=O)N([H])N2[H])c(O[H])c1[H],-0.009883
[H]Oc1c([H])c([H])c(N([H])[H])c([H])c1[H],-0.033125
[H]Oc1c([H])c([H])c(N([H])[H])c([H])c1OC([H])([H])[H],-0.002475
[H]Oc1c([H])c([H])c(N([H])[H])c2c([H])c([H])c([H])c([H])c12,-0.002628
[H]Oc1c([H])c([H])c(N([H])[H])c2c([H])nc([H])c([H])c12,-0.068994
[H]Oc1c([H])c([H])c(N([H])[H])c2c1c(=O)c1c([H])c([H])c([H])c([H])c1n2[H],-0.115108
[H]Oc1c([H])c([H])c(N([H])C([H])([H])/C([H])=C(\C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],0.001049
[H]Oc1c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c([H])c1C(=O)N([H])[H],-0.090184
[H]Oc1c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c2c([H])c([H])c([H])c([H])c12,-0.00032
[H]Oc1c([H])c([H])c(N([H])C(=O)C([H])([H])C([H])([H])[H])c2c([H])c([H])c([H])c([H])c12,-0.012232
[H]Oc1c([H])c([H])c(O[H])c(/C([H])=N/N([H])C(=O)c2c([H])c([H])nc([H])c2[H])c1[H],-0.041564
[H]Oc1c([H])c([H])c(O[H])c(C([H])([H])O[H])c1[H],0.003721
[H]Oc1c([H])c([H])c(O[H])c(C([H])([H])OC([H])([H])[H])c1[H],-0.042634
[H]Oc1c([H])c([H])c(O[H])c(C([H])([H])OC([H])([H])c2c([H])c(O[H])c([H])c([H])c2O[H])c1[H],-0.003628
[H]Oc1c([H])c([H])c(O[H])c(C([H])([H])Oc2c([H])c([H])c(O[H])c(C([H])([H])O[H])c2[H])c1[H],0.009852
[H]Oc1c([H])c([H])c(O[H])c(C(=O)OC([H])([H])[H])c1[H],-0.066791
[H]Oc1c([H])c([H])c(O[H])c(C(=O)OC([H])([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c1[H],-0.076312
[H]Oc1c([H])c([H])c(O[H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c1[H],-0.051953
[H]Oc1c([H])c([H])c(O[H])c2c1c(=O)c1c([H])c([H])c([H])c([H])c1n2[H],-0.139981
[H]Oc1c([H])c([H])c(OC([H])([H])[H])c([H])c1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-0.008239
[H]Oc1c([H])c([H])c(OC([H])([H])[H])c(Br)c1C([H])([H])C(=O)N([H])[H],-0.001691
[H]Oc1c([H])c([H])c2c(c1[H])c(=O)c1c([H])c([H])c([H])c([H])c1n2[H],-0.101737
[H]Oc1c([H])c([H])c2c(c1[H])c(=O)c1c(O[H])c([H])c([H])c([H])c1n2[H],-0.04243
[H]Oc1c([H])c([H])c2c(c1O[H])C(=O)c1c([H])c([H])c([H])c([H])c1C2=O,-0.074519
[H]Oc1c([H])c(C([H])([H])/C([H])=C(\C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])c(O[H])c([H])c1Br,-0.016528
[H]Oc1c([H])c(C([H])([H])[H])c([H])c([H])c1C(=O)N([H])C([H])([H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12,-0.308864
[H]Oc1c([H])c(C([H])([H])[H])c([H])c(Oc2c([H])c(C([H])([H])[H])c([H])c(O[H])c2Oc2c([H])c(C([H])([H])[H])c([H])c(O[H])c2O[H])c1O[H],-0.180825
[H]Oc1c([H])c(C([H])([H])[H])c([H])c(Oc2c([H])c(C([H])([H])[H])c([H])c(Oc3c(O[H])c([H])c(C([H])([H])[H])c([H])c3O[H])c2O[H])c1O[H],-0.007944
[H]Oc1c([H])c(C([H])([H])[H])c([H])c(Oc2c(O[H])c([H])c(C([H])([H])[H])c([H])c2O[H])c1O[H],0.001422
[H]Oc1c([H])c(C([H])([H])[H])c([H])c(Oc2c(O[H])c([H])c(OC([H])([H])[H])c([H])c2C([H])([H])[H])c1O[H],-0.039073
[H]Oc1c([H])c(C([H])([H])[H])c(C([H])([H])[H])c(O[H])c1C([H])([H])[H],0.000005
[H]Oc1c([H])c(C([H])([H])[H])c2c(c1[H])C([H])([H])C([H])([H])[C@@](C([H])([H])[H])(C([H])([H])C([H])([H])/C([H])=C(\C([H])([H])[H])C([H])([H])C([H])([H])/C([H])=C(\C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])O2,-0.052722
[H]Oc1c([H])c(C([H])([H])[H])c2c(c1[H])C([H])([H])C([H])([H])[C@@](C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])O2,-0.039591
[H]Oc1c([H])c(C([H])([H])O[H])c([H])c(Cl)c1O[H],-0.036152
[H]Oc1c([H])c(C([H])=C(C(=O)OC([H])([H])C([H])([H])[H])C(=O)OC([H])([H])C([H])([H])[H])c([H])c(O[H])c1O[H],-0.162484
[H]Oc1c([H])c(C(=O)C([H])([H])C([H])([H])[H])c([H])c(O[H])c1O[H],-0.071932
[H]Oc1c([H])c(C(=O)C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c(O[H])c([H])c1OC([H])([H])[H],-0.091483
[H]Oc1c([H])c(C(=O)OC([H])([H])[H])c([H])c(O[H])c1O[H],-0.052528
[H]Oc1c([H])c(C(=O)OC([H])([H])C([H])([H])C([H])([H])[H])c([H])c(O[H])c1O[H],-0.07626
[H]Oc1c([H])c(Cl)c(O[H])c(C([H])([H])OC([H])([H])[H])c1[H],0.003842
[H]Oc1c([H])c(O[H])c([H])c(/C([H])=C(\[H])c2c([H])c([H])c(O[H])c(O[H])c2[H])c1[H],-0.080178
[H]Oc1c([H])c(O[H])c([H])c(/C([H])=C(\[H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c1[H] ,-0.110874
[H]Oc1c([H])c(O[H])c([H])c(/C([H])=C(\[H])c2c([H])c(=O)c(O[H])c([H])n2[H])c1[H],-0.130513
[H]Oc1c([H])c(O[H])c([H])c(/C([H])=C(\[H])c2c([H])c(=O)c(O[H])c([H])n2C([H])([H])[H])c1[H],-0.024756
[H]Oc1c([H])c(O[H])c([H])c(/C([H])=C(\[H])c2oc([H])c(O[H])c(=O)c2[H])c1[H],-0.156247
[H]Oc1c([H])c(O[H])c([H])c(C([H])([H])[H])c1[H],-0.05185
[H]Oc1c([H])c(O[H])c(C([H])([H])[H])c([C@]([H])(C([H])([H])[H])[C@]([H])(O[H])C([H])([H])[H])c1[H],-0.033285
[H]Oc1c([H])c(O[H])c(C([H])([H])[H])c2c1O[C@@]([H])(C([H])([H])[H])[C@]2([H])C([H])([H])[H],-0.007417
[H]Oc1c([H])c(O[H])c(C(=O)C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c(O[H])c1[H],-0.072594
[H]Oc1c([H])c(O[H])c(C(=O)c2c([H])c([H])c(O[H])c(O[H])c2[H])c(O[H])c1[H],-0.13143
[H]Oc1c([H])c(O[H])c(O[H])c(C([H])([H])[H])c1[H],-0.046611
[H]Oc1c([H])c(O[H])c2c(c1[H])C(=O)O[C@@]([H])(/C([H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])[H])[C@@]2([H])O[H],-0.01465
[H]Oc1c([H])c(OC([H])([H])[H])c([H])c(C([H])([H])[H])c1Oc1c([H])c(C([H])([H])[H])c([H])c(OC([H])([H])[H])c1O[H],-0.234125
[H]Oc1c([H])c(OC([H])([H])[H])c([H])c2c([H])c3oc(C([H])([H])[H])c([H])c(=O)c3c(O[H])c12,-0.118775
[H]Oc1c([H])c(OC([H])([H])[H])c(N([H])[H])c2c([H])c([H])c([H])c([H])c12,-0.067817
[H]Oc1c([H])c(OC([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c([H])c2oc3c([H])c(OC([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c3c(=O)c12,-0.150318
[H]Oc1c([H])c2c(c([H])c1OC([H])([H])[H])OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C2([H])[H],-0.003907
[H]Oc1c([H])c2c(c([H])c1OC([H])([H])[H])OC(C([H])([H])[H])(C([H])([H])C([H])([H])N([H])[H])C([H])([H])C2([H])[H],-0.000569
[H]Oc1c([H])c2c(c([H])c1OC([H])([H])[H])OC(C([H])([H])[H])(C([H])([H])C(=O)N([H])[H])C([H])([H])C2([H])[H],-0.141452
[H]Oc1c([H])n([H])c(/C([H])=C(\[H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1=O,-0.164833
[H]Oc1c([H])n([H])c(/C([H])=C(\[H])c2c([H])c([H])c([H])c([H])c2OC([H])([H])[H])c([H])c1=O,-0.141421
[H]Oc1c([H])n([H])c(/C([H])=C(\[H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1=O,-0.193492
[H]Oc1c([H])n([H])c(/C([H])=C(\[H])c2c([H])c([H])c(Cl)c([H])c2[H])c([H])c1=O,-0.148791
[H]Oc1c([H])n([H])c(/C([H])=C(\[H])c2c([H])c([H])c(N(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])c([H])c1=O,-0.084023
[H]Oc1c([H])n([H])c(/C([H])=C(\[H])c2c([H])c([H])c(OC([H])([H])C([H])([H])[H])c([H])c2[H])c([H])c1=O,-0.118013
[H]Oc1c([H])n(C([H])([H])[H])c(/C([H])=C(\[H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1=O,-0.156079
[H]Oc1c([H])n(C([H])([H])[H])c(/C([H])=C(\[H])c2c([H])c([H])c([H])c([H])c2OC([H])([H])[H])c([H])c1=O,-0.145133
[H]Oc1c([H])n(C([H])([H])[H])c(/C([H])=C(\[H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1=O,-0.075561
[H]Oc1c([H])oc(/C([H])=C(\[H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1=O,-0.085404
[H]Oc1c([H])oc(/C([H])=C(\[H])c2c([H])c([H])c([H])c([H])c2OC([H])([H])[H])c([H])c1=O,-0.130507
[H]Oc1c([H])oc(/C([H])=C(\[H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1=O,-0.156408
[H]Oc1c([H])oc(/C([H])=C(\[H])c2c([H])c([H])c(Cl)c([H])c2[H])c([H])c1=O,-0.156426
[H]Oc1c([H])oc(/C([H])=C(\[H])c2c([H])c([H])c(N(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])c([H])c1=O,-0.123734
[H]Oc1c([H])oc(/C([H])=C(\[H])c2c([H])c([H])c(OC([H])([H])C([H])([H])[H])c([H])c2[H])c([H])c1=O,-0.033704
[H]OC1C(=O)O[C@]([H])([C@@]([H])(O[H])C([H])([H])O[H])C1=O,-0.077142
[H]Oc1c(Br)c([H])c(C([H])([H])C(=O)OC([H])([H])[H])c(O[H])c1Br,-0.026623
[H]Oc1c(Br)c([H])c(C([H])([H])C(=O)OC([H])([H])C([H])([H])[H])c(O[H])c1Br,-0.056632
[H]Oc1c(Br)c([H])c(C([H])([H])C(=O)OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1Br,-0.056282
[H]Oc1c(Br)c(Br)c(C([H])([H])[C@]2([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c(Br)c1O[H],-0.046205
[H]Oc1c(Br)c(Br)c(C([H])([H])[H])c(Br)c1O[H],-0.044984
[H]Oc1c(Br)c(Br)c(C([H])([H])N2C(=O)C([H])([H])C([H])([H])C2([H])[H])c(Br)c1O[H],-0.022515
[H]Oc1c(Br)c(Br)c(C([H])([H])O[H])c(Br)c1O[H],-0.034972
[H]Oc1c(Br)c(Br)c(C([H])([H])OC([H])([H])[H])c(Br)c1O[H],-0.014094
[H]Oc1c(Br)c(Br)c(C([H])=O)c(Br)c1O[H],-0.057212
[H]Oc1c(C([H])([H])[H])c(C([H])([H])[H])c2c(c1C([H])([H])[H])C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])O[H])O2,-0.05739
[H]Oc1c(C([H])([H])[H])c(C([H])([H])C([H])(O[H])C([H])([H])[H])c2c(c1[H])c1c([H])c([H])c([H])c([H])c1n2[H],-0.00188
[H]Oc1c(I)c([H])c(Cl)c2c([H])c([H])c([H])nc12,-0.069914
[H]Oc1c(O[H])c([H])c2c([H])c([H])c(=O)oc2c1[H],-0.094662
[H]Oc1c(O[H])c([H])c2c(=O)oc3c(c2c1O[H])[C@@]([H])(O[H])C([H])([H])C3=O,-0.034326
[H]Oc1c(OC([H])([H])[H])c([H])c2c([H])c([H])nc3c2c1N(C([H])([H])[H])C([H])=C3[H],-0.049965
[H]Oc1c2oc([H])c([H])c2c([H])c2c([H])c([H])c(=O)oc12,-0.101441
[H]ON(C(=O)N([H])[H])[C@@]([H])(c1sc2c([H])c([H])c([H])c([H])c2c1[H])C([H])([H])[H],-0.03624
[H]ON1C(C([H])([H])[H])(C([H])([H])[H])C([H])=C(c2nc3c([H])c(C(=O)N([H])[H])c([H])c([H])c3n2[H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],-0.104767
[H]ON1C(C([H])([H])[H])(C([H])([H])[H])C(c2c([H])c([H])c([H])c([H])c2[H])=C(c2nc3c(C(=O)N([H])[H])c([H])c([H])c([H])c3n2[H])C1(C([H])([H])[H])C([H])([H])[H],-0.097545
COc1ccc(N)c2ccccc12.Cl,-0.016485
